id,arch_seq,objective,elapsed_sec
88ddeb1c-eb63-11eb-b77b-e5b65ebc440b,"[0.6008194575211973, 0.6258210146709758, 0.3919118718698684, 0.5678286416281705, 0.9341255311922623, 0.0773451862142398, 0.6211866733788648, 0.6702699138505274, 0.4682653333265512]",-7.8392438888549805,1087.9920921325684
92fcf9d0-eb63-11eb-b77b-e5b65ebc440b,"[0.24939855108785147, 0.13661180501626724, 0.3117483660135514, 0.8605827305278081, 0.9075736187045841, 0.6045558737471568, 0.8840523804704654, 0.8141202508190467, 0.21212107794382506]",-7.8392438888549805,1094.5161354541779
9a8d7aee-eb63-11eb-b77b-e5b65ebc440b,"[0.00419113122693926, 0.7163235480688638, 0.9464548916406396, 0.8368370699646541, 0.08279694625594902, 0.13757293247548064, 0.8096596114852097, 0.2502045363686999, 0.3963677137239461]",-7.839248180389404,1109.7296845912933
d24f5920-eb63-11eb-b77b-e5b65ebc440b,"[0.9205394803788863, 0.5941093261286751, 0.00781115579296765, 0.10905435638155347, 0.2974745175109139, 0.3272691948636942, 0.8515427210068556, 0.21316889981467035, 0.9195762084538457]",-7.839244842529297,1198.2208242416382
d6e7f87a-eb63-11eb-b77b-e5b65ebc440b,"[0.3480313727403832, 0.39479893032238855, 0.10298727951977404, 0.23379950875439603, 0.764662903685514, 0.9724978334850585, 0.09932342578105302, 0.917267964077878, 0.8113091113977328]",-7.499297618865967,1209.5241258144379
db68e0e4-eb63-11eb-b77b-e5b65ebc440b,"[0.8699867781057791, 0.5762859080182415, 0.9556258836870678, 0.7628195256958091, 0.6444718986233327, 0.35278633704640383, 0.005662573843444152, 0.736073017692705, 0.6896903287598912]",-7.839242935180664,1223.0589790344238
dddb267a-eb63-11eb-b77b-e5b65ebc440b,"[0.4027829747729764, 0.45696963354729825, 0.15882203836457742, 0.49012401540324124, 0.698421598735061, 0.5114525379926961, 0.5990628448388977, 0.7947657810949051, 0.7319063249454392]",-7.499293327331543,1234.9560458660126
df98a514-eb63-11eb-b77b-e5b65ebc440b,"[0.6123967739704644, 0.9919444503514171, 0.3703555774358256, 0.6016248052448983, 0.7938619843764769, 0.7499746948754124, 0.9437217736668041, 0.48261434942124093, 0.9523186653211535]",-7.839243412017822,1249.8333687782288
e839dbd4-eb63-11eb-b77b-e5b65ebc440b,"[0.9135085652279518, 0.16397712089176586, 0.23842641985293467, 0.38948106409007976, 0.7716048314086917, 0.7907326860720776, 0.23003128176057042, 0.8145215322711802, 0.5184206466211858]",-7.499295234680176,1248.3953177928925
ec1f961c-eb63-11eb-b77b-e5b65ebc440b,"[0.11784126594375466, 0.5541139685645909, 0.02091030712941122, 0.5448651374600955, 0.4281916019917813, 0.6546416466455638, 0.1718977999755632, 0.6604041978780678, 0.466580316758066]",-7.83924674987793,1242.6638808250427
f52eb79c-eb63-11eb-b77b-e5b65ebc440b,"[0.8489104526374732, 0.028379586642846677, 0.9234191531207254, 0.8598289492461082, 0.10444383884943376, 0.4913010652648414, 0.41617992303012497, 0.9124094955232747, 0.027439776389498904]",-7.499289512634277,1255.2633316516876
29ed7158-eb64-11eb-b77b-e5b65ebc440b,"[0.24113805721360693, 0.7556534246776098, 0.5427355987109092, 0.7919100852776395, 0.24260816675420815, 0.8764782735621696, 0.4224817682585348, 0.6307595915594213, 0.07580329428707655]",-7.839244842529297,1346.4039840698242
30aa2dce-eb64-11eb-b77b-e5b65ebc440b,"[0.3997838824825434, 0.4377119338093942, 0.24200186733482765, 0.9814079059478112, 0.7308965976655838, 0.7885226795420511, 0.9687705624333298, 0.26842144346471886, 0.9502252951832965]",-7.499293327331543,1365.9608278274536
38bb7180-eb64-11eb-b77b-e5b65ebc440b,"[0.16352258535356512, 0.7878993280143909, 0.5221507355840431, 0.9330604873603586, 0.12693578985890608, 0.21006043361762738, 0.031512266213512774, 0.04061052646522123, 0.4460426527939698]",-7.499293804168701,1365.8021595478058
3fd2ce50-eb64-11eb-b77b-e5b65ebc440b,"[0.9381052458229938, 0.6642746604759185, 0.27652087948516146, 0.3823763216466841, 0.856515205222371, 0.33018321811914075, 0.19426570129871812, 0.9686076690696543, 0.9155594809109029]",-7.49929141998291,1393.569883108139
446aec68-eb64-11eb-b77b-e5b65ebc440b,"[0.09112338908304274, 0.37141057467154726, 0.885892041685303, 0.8361091085743112, 0.9452306300404553, 0.8805001418923424, 0.2691248336460196, 0.6758752184766231, 0.4519575158303403]",-7.839244842529297,1412.4746191501617
47d57c06-eb64-11eb-b77b-e5b65ebc440b,"[0.7815443348678471, 0.9740255396148204, 0.30278398535674655, 0.5983783704185892, 0.251260134867078, 0.1500015376798336, 0.6154893488418852, 0.7169097625146995, 0.8022929055632989]",-7.499293327331543,1439.9690108299255
48b0e098-eb64-11eb-b77b-e5b65ebc440b,"[0.4991073066653693, 0.9607042801494428, 0.28916802027820654, 0.21395431026047196, 0.8911011862444652, 0.5066143415470615, 0.6435881603104605, 0.44229994068173417, 0.4443305428428207]",-7.499292373657227,1414.648913383484
4bed7668-eb64-11eb-b77b-e5b65ebc440b,"[0.6784005378065538, 0.279226931674167, 0.13923803487738096, 0.3611930658060295, 0.7558316597720924, 0.15966386644770825, 0.3225480607371687, 0.35788633709680207, 0.5434471067404302]",-7.499296188354492,1444.8569400310516
82406fe0-eb64-11eb-b77b-e5b65ebc440b,"[0.47787799519209995, 0.07639606523385922, 0.6510517383493892, 0.8246633960523665, 0.9247976565950988, 0.6426766935951087, 0.0016192013406978178, 0.1284215170414026, 0.032100961222626734]",-7.839242935180664,1510.563939332962
8dd08340-eb64-11eb-b77b-e5b65ebc440b,"[0.10301337081068995, 0.9233118107735956, 0.4251982442570478, 0.34371642690768, 0.7381138746171011, 0.23350287145621318, 0.9823451900569641, 0.4740080234618057, 0.5760595425825402]",-7.839243412017822,1525.6381611824036
8dd08341-eb64-11eb-b77b-e5b65ebc440b,"[0.07586759511891739, 0.7620476478492463, 0.321326860886993, 0.8371021065162927, 0.6370702206599876, 0.5765106537999084, 0.1546212987692187, 0.9011810417306836, 0.6458475020890123]",-7.499297618865967,1513.1383066177368
9e5d72ae-eb64-11eb-b77b-e5b65ebc440b,"[0.08774400738404886, 0.3031608057763545, 0.5159134700801928, 0.9247582015418876, 0.7383201813787242, 0.6724029173384253, 0.5884913871564712, 0.5395955962030847, 0.8622373925687951]",-7.839245796203613,1573.1799430847168
a9a20e72-eb64-11eb-b77b-e5b65ebc440b,"[0.17885121927009484, 0.6208618252500511, 0.2843737959836553, 0.003740661900913045, 0.4994293055299076, 0.008984564081925606, 0.5118921212424633, 0.23448034823931363, 0.9142224518783679]",-7.83924674987793,1563.7957639694214
aaedc53c-eb64-11eb-b77b-e5b65ebc440b,"[0.13633194830025386, 0.46094253925943185, 0.10983757396174787, 0.876140717327936, 0.5272068160816012, 0.3265260264369202, 0.007091916357351069, 0.47765110488705764, 0.5988972223880231]",-7.499293804168701,1559.450617313385
ba055be8-eb64-11eb-b77b-e5b65ebc440b,"[0.33201078778495574, 0.4855717550402102, 0.12249049017859748, 0.6016018690153047, 0.14726970441848386, 0.22912409472848716, 0.9587462406804118, 0.9458095035864029, 0.11030238503502354]",-7.839241027832031,1643.0988945960999
bcef3964-eb64-11eb-b77b-e5b65ebc440b,"[0.19248305865245763, 0.5881457140774425, 0.05047305695427329, 0.7104088345379402, 0.32360572529910125, 0.8652433003553376, 0.5111760192059832, 0.9712622274284533, 0.8866203264730496]",-7.499292373657227,1613.0597472190857
e4194e4e-eb64-11eb-b77b-e5b65ebc440b,"[0.2649269246585393, 0.6995119562834772, 0.24806420847092647, 0.6764492634528465, 0.6899741767971411, 0.6733678945626083, 0.3876324147242013, 0.4891918762534446, 0.8173413630644126]",-7.499290943145752,1655.0491695404053
e5a21a16-eb64-11eb-b77b-e5b65ebc440b,"[0.8191843785178182, 0.14591606227015963, 0.8701243631600108, 0.7941078695462377, 0.272317055281999, 0.06430342513743448, 0.40681917845816307, 0.5764929975170967, 0.3843302186260701]",-7.499293327331543,1689.7000358104706
ed156cc6-eb64-11eb-b77b-e5b65ebc440b,"[0.7451922188104495, 0.5246745058621712, 0.17682779397892734, 0.27343005885370353, 0.6446919762932839, 0.12465923658019207, 0.6159312003480173, 0.8790417118657334, 0.9622246323603649]",-7.839242458343506,1699.9217886924744
013cd3e2-eb65-11eb-b77b-e5b65ebc440b,"[0.8002827999963378, 0.7703509402904325, 0.6988759286548495, 0.12459505835137552, 0.9142685639827258, 0.006163485910328226, 0.42948937749154725, 0.8580916686155746, 0.9478660839579086]",-7.839243412017822,1720.2160844802856
03d3e118-eb65-11eb-b77b-e5b65ebc440b,"[0.7291993389990906, 0.7892499919585743, 0.564016837340687, 0.380523649561224, 0.18888204688696497, 0.6104673254905836, 0.04038490210951473, 0.27769907708926367, 0.5255715597592997]",-7.49929666519165,1728.425616979599
096bbb8c-eb65-11eb-b77b-e5b65ebc440b,"[0.03044561476515284, 0.552523709479392, 0.7784204421282167, 0.11903622291568094, 0.548692415528141, 0.41250684543344407, 0.35159875046077904, 0.9682811129661992, 0.5760554910135759]",-7.499295234680176,1727.2788639068604
2130f296-eb65-11eb-b77b-e5b65ebc440b,"[0.849101387671838, 0.5251212486724778, 0.3241170229170435, 0.3112029627930518, 0.48851969743341794, 0.5358025060620369, 0.07196430194056158, 0.34267698245507894, 0.7255083422998051]",-7.839245796203613,1782.5373616218567
33188d20-eb65-11eb-b77b-e5b65ebc440b,"[0.1355720341798895, 0.4761191063043201, 0.9426345509605076, 0.7512248994142243, 0.03587560703501336, 0.9023534496633799, 0.8642918638638643, 0.06900276362652291, 0.6832041648210714]",-7.499290943145752,1799.9724531173706
3a380df6-eb65-11eb-b77b-e5b65ebc440b,"[0.08621983655529764, 0.00985858160595221, 0.4158511164764451, 0.7585621049423734, 0.3382935008584983, 0.3654901643206362, 0.4820225046389581, 0.5756946541372645, 0.47888067858048255]",-7.839245319366455,1810.2995910644531
4edf5192-eb65-11eb-b77b-e5b65ebc440b,"[0.0511653595065108, 0.5508987104492223, 0.6786887245541872, 0.7226060996164909, 0.6575676020843648, 0.031762416772651014, 0.2820794764077902, 0.7884818371449923, 0.9227368805386379]",-7.8392462730407715,1835.2677726745605
54f70868-eb65-11eb-b77b-e5b65ebc440b,"[0.8680096278831534, 0.6079459701415906, 0.2895439776294064, 0.5553408167758793, 0.5690589336521537, 0.3919239685413819, 0.5271881878858692, 0.7674157232055421, 0.0606692362390262]",-7.839240550994873,1863.2520384788513
610fbab4-eb65-11eb-b77b-e5b65ebc440b,"[0.42152816578647945, 0.7182811499066735, 0.8851038234704264, 0.9081933591775041, 0.8456667916267795, 0.7541661140281162, 0.44531095261766307, 0.27345938540635906, 0.26857624632153554]",-7.499293804168701,1889.3797295093536
65456d9a-eb65-11eb-b77b-e5b65ebc440b,"[0.19036794100489696, 0.8864345103513229, 0.5759895587326682, 0.716068024631854, 0.8638513976253789, 0.40573455730047203, 0.14395519963681447, 0.43737614553752535, 0.3288594821383827]",-7.839245319366455,1882.2146141529083
65456d9b-eb65-11eb-b77b-e5b65ebc440b,"[0.35347672458871604, 0.10382829902154578, 0.8420943098185052, 0.1886466664149865, 0.061427900152456916, 0.9595990371964405, 0.7608932782334867, 0.20159367462081834, 0.1822580292296817]",-7.8392438888549805,1871.7934968471527
863534fe-eb65-11eb-b77b-e5b65ebc440b,"[0.09685455244513097, 0.892623676543951, 0.7859994886797066, 0.9787362551042269, 0.26284659191906445, 0.5904160712824871, 0.4743155874068071, 0.14634811630850675, 0.8307245318535738]",-7.499294281005859,1938.0796480178833
90999ba6-eb65-11eb-b77b-e5b65ebc440b,"[0.7623413496223366, 0.5701605165493688, 0.4343119372430626, 0.5476245572214179, 0.8732107785096366, 0.20195557209698323, 0.5070995234262741, 0.7456662614198755, 0.06439194975739615]",-7.499297618865967,1980.8461318016052
96c16162-eb65-11eb-b77b-e5b65ebc440b,"[0.31193030677444267, 0.34682916531301444, 0.2584379896538248, 0.14649397939588027, 0.7551517314342129, 0.005567674756564389, 0.6602100203409142, 0.6872942792960175, 0.8758215162709126]",-7.839242935180664,1965.090826034546
a5a339f8-eb65-11eb-b77b-e5b65ebc440b,"[0.46646068850859557, 0.587298578022728, 0.20184436967730146, 0.6169655780825096, 0.09926631786500695, 0.48101515163554465, 0.5121644050702, 0.03291907664477445, 0.299140335541371]",-7.499290943145752,2011.3987758159637
b65140d8-eb65-11eb-b77b-e5b65ebc440b,"[0.590847211863703, 0.14002911603374024, 0.7202956778654437, 0.2235205384803438, 0.6265354893943884, 0.4186652436986992, 0.5147298637531154, 0.6529131449935748, 0.3346507333497354]",-7.499297618865967,2027.5392146110535
bb6898b4-eb65-11eb-b77b-e5b65ebc440b,"[0.8642422921239366, 0.0017720009103140422, 0.16343139429097164, 0.08650999553954897, 0.5243345399965296, 0.1082087673864418, 0.46172810774949913, 0.04259732577944697, 0.5480290362325277]",-7.839244842529297,2059.639442205429
c19ebf06-eb65-11eb-b77b-e5b65ebc440b,"[0.03323205391053119, 0.386733872809335, 0.8754548645287761, 0.9627410719988176, 0.9828421795266462, 0.9768503741987022, 0.8708642286693772, 0.8912289827267009, 0.8922301868707787]",-7.839249134063721,2035.741159439087
c5e4031e-eb65-11eb-b77b-e5b65ebc440b,"[0.35157839856432227, 0.9860510851609129, 0.5974771973092637, 0.31553862996550985, 0.6722881253067939, 0.7334820927972057, 0.37369347592322266, 0.6094073912330301, 0.15905702159364754]",-7.49929141998291,2048.530382156372
e2eb221c-eb65-11eb-b77b-e5b65ebc440b,"[0.9916198967995568, 0.5513198820949381, 0.6031039931492205, 0.016856209498320007, 0.9134876283777443, 0.8442711658761185, 0.41194509311583294, 0.515357668639859, 0.03670762067716793]",-7.499296188354492,2103.5769090652466
f304a916-eb65-11eb-b77b-e5b65ebc440b,"[0.6105050071121864, 0.7460294236730833, 0.8859255494273021, 0.9477842624643096, 0.5822394830250248, 0.7298909848577859, 0.33157711698238423, 0.19194155780908106, 0.4110123223937877]",-7.49929141998291,2128.5726256370544
fc68befc-eb65-11eb-b77b-e5b65ebc440b,"[0.5501362037541183, 0.019634634617862856, 0.13748531170036715, 0.948851481495352, 0.17403594389645216, 0.39760633635028764, 0.27933177724308345, 0.061693101800909256, 0.42319955651623353]",-7.499290943145752,2144.082093477249
0e9eaf00-eb66-11eb-b77b-e5b65ebc440b,"[0.8143308212075793, 0.19909788315401433, 0.8456141858432551, 0.29661631640763086, 0.15373869219448244, 0.5454627075454298, 0.02393684449593325, 0.1946508694826662, 0.5105253857440419]",-7.499290943145752,2169.4577701091766
183d8c34-eb66-11eb-b77b-e5b65ebc440b,"[0.5263742482069628, 0.3664404143195261, 0.7386884796797595, 0.843279593381522, 0.6732129714299935, 0.6686545732749634, 0.8159912296180318, 0.46863602476296173, 0.6126810184727468]",-7.839243412017822,2197.8949863910675
1d210c4e-eb66-11eb-b77b-e5b65ebc440b,"[0.7776503684418359, 0.5847303346833619, 0.8488049161373898, 0.9704594603664011, 0.7162654669425278, 0.3108059167228914, 0.7885485170027007, 0.9791234385272071, 0.6630525722267426]",-7.499297142028809,2211.191234588623
24c08538-eb66-11eb-b77b-e5b65ebc440b,"[0.8595838380445284, 0.07854586695097521, 0.17190759860755855, 0.6933465580736153, 0.6061644593451136, 0.664732460623809, 0.1397126769649525, 0.17741166022323507, 0.05120590273688963]",-7.839245796203613,2198.7424631118774
